sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"ACLY","Approved symbol","ACLY","ATP citrate lyase","HGNC:115","17q21.2"
"CALB2","Approved symbol","CALB2","calbindin 2","HGNC:1435","16q22.2"
"EFNB2","Approved symbol","EFNB2","ephrin B2","HGNC:3227","13q33.3"
"RERE","Approved symbol","RERE","arginine-glutamic acid dipeptide repeats","HGNC:9965","1p36.23"
"MTSS2","Approved symbol","MTSS2","MTSS I-BAR domain containing 2","HGNC:25094","16q22.1"
"MLLT4","Previous symbol","AFDN","afadin, adherens junction formation factor","HGNC:7137","6q27"
"NFIB","Approved symbol","NFIB","nuclear factor I B","HGNC:7785","9p23-p22.3"
"VPS4A","Approved symbol","VPS4A","vacuolar protein sorting 4 homolog A","HGNC:13488","16q23.1"
"SETBP1","Approved symbol","SETBP1","SET binding protein 1","HGNC:15573","18q12.3"
"ATXN7L1","Approved symbol","ATXN7L1","ataxin 7 like 1","HGNC:22210","7q22.3"
"CARM1","Approved symbol","CARM1","coactivator associated arginine methyltransferase 1","HGNC:23393","19p13.2"
"TBL1XR1","Approved symbol","TBL1XR1","TBL1X/Y related 1","HGNC:29529","3q26.32"
"OPA1","Approved symbol","OPA1","OPA1 mitochondrial dynamin like GTPase","HGNC:8140","3q29"
"STAT5B","Approved symbol","STAT5B","signal transducer and activator of transcription 5B","HGNC:11367","17q21.2"
"KDM3B","Approved symbol","KDM3B","lysine demethylase 3B","HGNC:1337","5q31.2"
"CNNM2","Approved symbol","CNNM2","cyclin and CBS domain divalent metal cation transport mediator 2","HGNC:103","10q24.32"
"GANAB","Approved symbol","GANAB","glucosidase II alpha subunit","HGNC:4138","11q12.3"
"HDAC1","Approved symbol","HDAC1","histone deacetylase 1","HGNC:4852","1p35.2-p35.1"
"MED13","Approved symbol","MED13","mediator complex subunit 13","HGNC:22474","17q23.2"
"BPTF","Approved symbol","BPTF","bromodomain PHD finger transcription factor","HGNC:3581","17q24.2"
"SPEN","Approved symbol","SPEN","spen family transcriptional repressor","HGNC:17575","1p36.21-p36.13"
"HIPK1","Approved symbol","HIPK1","homeodomain interacting protein kinase 1","HGNC:19006","1p13.2"
"KLHDC3","Approved symbol","KLHDC3","kelch domain containing 3","HGNC:20704","6p21.1"
"KAT6B","Approved symbol","KAT6B","lysine acetyltransferase 6B","HGNC:17582","10q22.2"
"DIP2C","Approved symbol","DIP2C","disco interacting protein 2 homolog C","HGNC:29150","10p15.3"
"EGLN3","Approved symbol","EGLN3","egl-9 family hypoxia inducible factor 3","HGNC:14661","14q13.1"
"NIPBL","Approved symbol","NIPBL","NIPBL cohesin loading factor","HGNC:28862","5p13.2"
"SRC","Approved symbol","SRC","SRC proto-oncogene, non-receptor tyrosine kinase","HGNC:11283","20q11.23"
"CHD7","Approved symbol","CHD7","chromodomain helicase DNA binding protein 7","HGNC:20626","8q12.2"
"MAP3K12","Approved symbol","MAP3K12","mitogen-activated protein kinase kinase kinase 12","HGNC:6851","12q13.13"
"AGO3","Approved symbol","AGO3","argonaute RISC catalytic component 3","HGNC:18421","1p34.3"
"CHD3","Approved symbol","CHD3","chromodomain helicase DNA binding protein 3","HGNC:1918","17p13.1"
"SPTBN1","Approved symbol","SPTBN1","spectrin beta, non-erythrocytic 1","HGNC:11275","2p16.2"
"CNOT6L","Approved symbol","CNOT6L","CCR4-NOT transcription complex subunit 6 like","HGNC:18042","4q21.1"
"CEP170B","Approved symbol","CEP170B","centrosomal protein 170B","HGNC:20362","14q32.33"
"ACACA","Approved symbol","ACACA","acetyl-CoA carboxylase alpha","HGNC:84","17q12"
"KPRP","Approved symbol","KPRP","keratinocyte proline rich protein","HGNC:31823","1q21.3"
"CHERP","Approved symbol","CHERP","calcium homeostasis endoplasmic reticulum protein","HGNC:16930","19p13.11"
"NELFB","Approved symbol","NELFB","negative elongation factor complex member B","HGNC:24324","9q34.3"
"HNRNPU","Approved symbol","HNRNPU","heterogeneous nuclear ribonucleoprotein U","HGNC:5048","1q44"
"SSRP1","Approved symbol","SSRP1","structure specific recognition protein 1","HGNC:11327","11q12.1"
"HNRNPUL1","Approved symbol","HNRNPUL1","heterogeneous nuclear ribonucleoprotein U like 1","HGNC:17011","19q13.2"
"UBE4B","Approved symbol","UBE4B","ubiquitination factor E4B","HGNC:12500","1p36.22"
"BAZ1B","Approved symbol","BAZ1B","bromodomain adjacent to zinc finger domain 1B","HGNC:961","7q11.23"
"SIN3A","Approved symbol","SIN3A","SIN3 transcription regulator family member A","HGNC:19353","15q24.2"
"SATB2","Approved symbol","SATB2","SATB homeobox 2","HGNC:21637","2q33.1"
"ABL1","Approved symbol","ABL1","ABL proto-oncogene 1, non-receptor tyrosine kinase","HGNC:76","9q34.12"
"BECN1","Approved symbol","BECN1","beclin 1","HGNC:1034","17q21.31"
"NR2F2","Approved symbol","NR2F2","nuclear receptor subfamily 2 group F member 2","HGNC:7976","15q26.2"
"RARB","Approved symbol","RARB","retinoic acid receptor beta","HGNC:9865","3p24.2"
"CSNK2A2","Approved symbol","CSNK2A2","casein kinase 2 alpha 2","HGNC:2459","16q21"
"C5orf38","Previous symbol","IRX2-DT","IRX2 divergent transcript","HGNC:24226","5p15.33"
"PSMC3","Approved symbol","PSMC3","proteasome 26S subunit, ATPase 3","HGNC:9549","11p11.2"
"EHMT1","Approved symbol","EHMT1","euchromatic histone lysine methyltransferase 1","HGNC:24650","9q34.3"
"USP14","Approved symbol","USP14","ubiquitin specific peptidase 14","HGNC:12612","18p11.32"
"DDX1","Approved symbol","DDX1","DEAD-box helicase 1","HGNC:2734","2p24.3"
"PPP1CA","Approved symbol","PPP1CA","protein phosphatase 1 catalytic subunit alpha","HGNC:9281","11q13.2"
"PPP3CA","Approved symbol","PPP3CA","protein phosphatase 3 catalytic subunit alpha","HGNC:9314","4q24"
"PCGF1","Approved symbol","PCGF1","polycomb group ring finger 1","HGNC:17615","2p13.1"
"MAT2A","Approved symbol","MAT2A","methionine adenosyltransferase 2A","HGNC:6904","2p11.2"
"TUBB2B","Approved symbol","TUBB2B","tubulin beta 2B class IIb","HGNC:30829","6p25.2"
"PIAS1","Approved symbol","PIAS1","protein inhibitor of activated STAT 1","HGNC:2752","15q23"
"USP34","Approved symbol","USP34","ubiquitin specific peptidase 34","HGNC:20066","2p15"
"CAMK2A","Approved symbol","CAMK2A","calcium/calmodulin dependent protein kinase II alpha","HGNC:1460","5q32"
"ASB7","Approved symbol","ASB7","ankyrin repeat and SOCS box containing 7","HGNC:17182","15q26.3"
"ILF3","Approved symbol","ILF3","interleukin enhancer binding factor 3","HGNC:6038","19p13.2"
"MEIS1","Approved symbol","MEIS1","Meis homeobox 1","HGNC:7000","2p14"
"TRIO","Approved symbol","TRIO","trio Rho guanine nucleotide exchange factor","HGNC:12303","5p15.2"
"HECTD1","Approved symbol","HECTD1","HECT domain E3 ubiquitin protein ligase 1","HGNC:20157","14q12"
"ZSWIM8","Approved symbol","ZSWIM8","zinc finger SWIM-type containing 8","HGNC:23528","10q22.2"
"R3HDM2","Approved symbol","R3HDM2","R3H domain containing 2","HGNC:29167","12q13.3"
"NALCN","Approved symbol","NALCN","sodium leak channel, non-selective","HGNC:19082","13q32.3-q33.1"
"WASL","Approved symbol","WASL","WASP like actin nucleation promoting factor","HGNC:12735","7q31.32"
"PSMC4","Approved symbol","PSMC4","proteasome 26S subunit, ATPase 4","HGNC:9551","19q13.11-q13.13"
"PPM1B","Approved symbol","PPM1B","protein phosphatase, Mg2+/Mn2+ dependent 1B","HGNC:9276","2p21"
"MTMR4","Approved symbol","MTMR4","myotubularin related protein 4","HGNC:7452","17q22"
"KIF1B","Approved symbol","KIF1B","kinesin family member 1B","HGNC:16636","1p36.22"
"RAD54L2","Approved symbol","RAD54L2","RAD54 like 2","HGNC:29123","3p21.2"
"ADNP","Approved symbol","ADNP","activity dependent neuroprotector homeobox","HGNC:15766","20q13.13"
"COPS5","Approved symbol","COPS5","COP9 signalosome subunit 5","HGNC:2240","8q13.1"
"PTCH1","Approved symbol","PTCH1","patched 1","HGNC:9585","9q22.32"
"UBQLN4","Approved symbol","UBQLN4","ubiquilin 4","HGNC:1237","1q22"
"HOMER1","Approved symbol","HOMER1","homer scaffold protein 1","HGNC:17512","5q14.1"
"ITPR1","Approved symbol","ITPR1","inositol 1,4,5-trisphosphate receptor type 1","HGNC:6180","3p26.1"
"DNAJC7","Approved symbol","DNAJC7","DnaJ heat shock protein family (Hsp40) member C7","HGNC:12392","17q21.2"
"GNA12","Approved symbol","GNA12","G protein subunit alpha 12","HGNC:4380","7p22.3-p22.2"
"TRIM41","Approved symbol","TRIM41","tripartite motif containing 41","HGNC:19013","5q35.3"
"SATB1","Approved symbol","SATB1","SATB homeobox 1","HGNC:10541","3p24.3"
"MEN1","Approved symbol","MEN1","menin 1","HGNC:7010","11q13"
"ANK3","Approved symbol","ANK3","ankyrin 3","HGNC:494","10q21.2"
"BRPF1","Approved symbol","BRPF1","bromodomain and PHD finger containing 1","HGNC:14255","3p25.3"
"FBXO11","Approved symbol","FBXO11","F-box protein 11","HGNC:13590","2p16.3"
"VPRBP","Previous symbol","DCAF1","DDB1 and CUL4 associated factor 1","HGNC:30911","3p21.2"
"PSMB1","Approved symbol","PSMB1","proteasome 20S subunit beta 1","HGNC:9537","6q27"
"PSMA6","Approved symbol","PSMA6","proteasome 20S subunit alpha 6","HGNC:9535","14q13.2"
"ZNF516","Approved symbol","ZNF516","zinc finger protein 516","HGNC:28990","18q23"
"PAFAH1B1","Approved symbol","PAFAH1B1","platelet activating factor acetylhydrolase 1b regulatory subunit 1","HGNC:8574","17p13.3"
"SOX9","Approved symbol","SOX9","SRY-box transcription factor 9","HGNC:11204","17q24.3"
"NLK","Approved symbol","NLK","nemo like kinase","HGNC:29858","17q11.2"
"CTNNA1","Approved symbol","CTNNA1","catenin alpha 1","HGNC:2509","5q31.2"
"UBR5","Approved symbol","UBR5","ubiquitin protein ligase E3 component n-recognin 5","HGNC:16806","8q22.3"
"NFATC2","Approved symbol","NFATC2","nuclear factor of activated T cells 2","HGNC:7776","20q13.2"
"SMAD2","Approved symbol","SMAD2","SMAD family member 2","HGNC:6768","18q21.1"
"ZNF236","Approved symbol","ZNF236","zinc finger protein 236","HGNC:13028","18q23"
"HIVEP2","Approved symbol","HIVEP2","HIVEP zinc finger 2","HGNC:4921","6q24.2"
"JAG2","Approved symbol","JAG2","jagged canonical Notch ligand 2","HGNC:6189","14q32.33"
"GOLPH3","Approved symbol","GOLPH3","golgi phosphoprotein 3","HGNC:15452","5p13.3"
"MEF2A","Approved symbol","MEF2A","myocyte enhancer factor 2A","HGNC:6993","15q26.3"
"ASH2L","Approved symbol","ASH2L","ASH2 like, histone lysine methyltransferase complex subunit","HGNC:744","8p11.23"
"SETD5","Approved symbol","SETD5","SET domain containing 5","HGNC:25566","3p25.3"
"KCTD1","Approved symbol","KCTD1","potassium channel tetramerization domain containing 1","HGNC:18249","18q11.2"
"ANK2","Approved symbol","ANK2","ankyrin 2","HGNC:493","4q25-q26"
"PDE10A","Approved symbol","PDE10A","phosphodiesterase 10A","HGNC:8772","6q27"
"RUVBL2","Approved symbol","RUVBL2","RuvB like AAA ATPase 2","HGNC:10475","19q13.33"
"DDX46","Approved symbol","DDX46","DEAD-box helicase 46","HGNC:18681","5q31.1"
"IRF4","Approved symbol","IRF4","interferon regulatory factor 4","HGNC:6119","6p25.3"
"WDR61","Previous symbol","SKIC8","SKI8 subunit of superkiller complex","HGNC:30300","15q25.1"
"NXF1","Approved symbol","NXF1","nuclear RNA export factor 1","HGNC:8071","11q12.3"
"S1PR1","Approved symbol","S1PR1","sphingosine-1-phosphate receptor 1","HGNC:3165","1p21.2"
"USP24","Approved symbol","USP24","ubiquitin specific peptidase 24","HGNC:12623","1p32.3"
"WDR26","Approved symbol","WDR26","WD repeat domain 26","HGNC:21208","1q42.11-q42.12"
"DICER1","Approved symbol","DICER1","dicer 1, ribonuclease III","HGNC:17098","14q32.13"
"SCAF8","Approved symbol","SCAF8","SR-related CTD associated factor 8","HGNC:20959","6q25.2"
"CSNK1E","Approved symbol","CSNK1E","casein kinase 1 epsilon","HGNC:2453","22q13.1"
"TFDP1","Approved symbol","TFDP1","transcription factor Dp-1","HGNC:11749","13q34"
"HELZ","Approved symbol","HELZ","helicase with zinc finger","HGNC:16878","17q24.2"
"STAG1","Approved symbol","STAG1","STAG1 cohesin complex component","HGNC:11354","3q22.3"
"NUDT21","Approved symbol","NUDT21","nudix hydrolase 21","HGNC:13870","16q13"
"ATP1A3","Approved symbol","ATP1A3","ATPase Na+/K+ transporting subunit alpha 3","HGNC:801","19q13.2"
"ARID4B","Approved symbol","ARID4B","AT-rich interaction domain 4B","HGNC:15550","1q42.3"
"FNDC3B","Approved symbol","FNDC3B","fibronectin type III domain containing 3B","HGNC:24670","3q26.31"
"MECOM","Approved symbol","MECOM","MDS1 and EVI1 complex locus","HGNC:3498","3q26.2"
"KIF21A","Approved symbol","KIF21A","kinesin family member 21A","HGNC:19349","12q12"
"CRK","Approved symbol","CRK","CRK proto-oncogene, adaptor protein","HGNC:2362","17p13.3"
"HNRNPR","Approved symbol","HNRNPR","heterogeneous nuclear ribonucleoprotein R","HGNC:5047","1p36.12"
"NAV2","Approved symbol","NAV2","neuron navigator 2","HGNC:15997","11p15.1"
"PAXIP1","Approved symbol","PAXIP1","PAX interacting protein 1","HGNC:8624","7q36.2"
"PROX1","Approved symbol","PROX1","prospero homeobox 1","HGNC:9459","1q32.3"
"HIPK2","Approved symbol","HIPK2","homeodomain interacting protein kinase 2","HGNC:14402","7q34"
"PAPOLA","Approved symbol","PAPOLA","poly(A) polymerase alpha","HGNC:14981","14q32.2"
"UBE2D2","Approved symbol","UBE2D2","ubiquitin conjugating enzyme E2 D2","HGNC:12475","5q31.2"
"DOCK3","Approved symbol","DOCK3","dedicator of cytokinesis 3","HGNC:2989","3p21.2"
"UBA2","Approved symbol","UBA2","ubiquitin like modifier activating enzyme 2","HGNC:30661","19q13.11"
"NFIA","Approved symbol","NFIA","nuclear factor I A","HGNC:7784","1p31.3"
"UBAP2L","Approved symbol","UBAP2L","ubiquitin associated protein 2 like","HGNC:29877","1q21.3"
"CAMK2G","Approved symbol","CAMK2G","calcium/calmodulin dependent protein kinase II gamma","HGNC:1463","10q22.2"
"KCNH1","Approved symbol","KCNH1","potassium voltage-gated channel subfamily H member 1","HGNC:6250","1q32.2"
"TRPS1","Approved symbol","TRPS1","transcriptional repressor GATA binding 1","HGNC:12340","8q23.3"
"GSK3B","Approved symbol","GSK3B","glycogen synthase kinase 3 beta","HGNC:4617","3q13.33"
"SMCHD1","Approved symbol","SMCHD1","structural maintenance of chromosomes flexible hinge domain containing 1","HGNC:29090","18p11.32"
"ARID2","Approved symbol","ARID2","AT-rich interaction domain 2","HGNC:18037","12q12"
"DST","Approved symbol","DST","dystonin","HGNC:1090","6p12.1"
"ZFHX3","Approved symbol","ZFHX3","zinc finger homeobox 3","HGNC:777","16q22.2-q22.3"
"KPNA1","Approved symbol","KPNA1","karyopherin subunit alpha 1","HGNC:6394","3q21.1"
"PBX1","Approved symbol","PBX1","PBX homeobox 1","HGNC:8632","1q23.3"
"UBE2O","Approved symbol","UBE2O","ubiquitin conjugating enzyme E2 O","HGNC:29554","17q25.1"
"PRPF4B","Previous symbol","PRP4K","pre-mRNA processing factor kinase PRP4K","HGNC:17346","6p25.2"
"PHF12","Approved symbol","PHF12","PHD finger protein 12","HGNC:20816","17q11.2"
"JARID2","Approved symbol","JARID2","jumonji and AT-rich interaction domain containing 2","HGNC:6196","6p22.3"
"PLXNC1","Approved symbol","PLXNC1","plexin C1","HGNC:9106","12q22"
"AHCYL1","Approved symbol","AHCYL1","adenosylhomocysteinase like 1","HGNC:344","1p13.3"
"MARCH6","Previous symbol","MARCHF6","membrane associated ring-CH-type finger 6","HGNC:30550","5p15.2"
"PPARD","Approved symbol","PPARD","peroxisome proliferator activated receptor delta","HGNC:9235","6p21.31"
"DYRK1A","Approved symbol","DYRK1A","dual specificity tyrosine phosphorylation regulated kinase 1A","HGNC:3091","21q22.13"
"TNRC6A","Approved symbol","TNRC6A","trinucleotide repeat containing adaptor 6A","HGNC:11969","16p12.1"
"ARIH2","Approved symbol","ARIH2","ariadne RBR E3 ubiquitin protein ligase 2","HGNC:690","3p21.31"
"TNRC6B","Approved symbol","TNRC6B","trinucleotide repeat containing adaptor 6B","HGNC:29190","22q13.1"
"CSNK1G2","Approved symbol","CSNK1G2","casein kinase 1 gamma 2","HGNC:2455","19p13.3"
"AP2A1","Approved symbol","AP2A1","adaptor related protein complex 2 subunit alpha 1","HGNC:561","19q13.33"
"ITSN1","Approved symbol","ITSN1","intersectin 1","HGNC:6183","21q22.11"
"CUL3","Approved symbol","CUL3","cullin 3","HGNC:2553","2q36.2"
"KAT2A","Approved symbol","KAT2A","lysine acetyltransferase 2A","HGNC:4201","17q21.2"
"PSME4","Approved symbol","PSME4","proteasome activator subunit 4","HGNC:20635","2p16.2"
"MYT1L","Approved symbol","MYT1L","myelin transcription factor 1 like","HGNC:7623","2p25.3"
"GRIN2D","Approved symbol","GRIN2D","glutamate ionotropic receptor NMDA type subunit 2D","HGNC:4588","19q13.33"
"PUF60","Approved symbol","PUF60","poly(U) binding splicing factor 60","HGNC:17042","8q24.3"
"KMT2C","Approved symbol","KMT2C","lysine methyltransferase 2C","HGNC:13726","7q36.1"
"HTT","Approved symbol","HTT","huntingtin","HGNC:4851","4p16.3"
"HTT","Previous symbol","SLC6A4","solute carrier family 6 member 4","HGNC:11050","17q11.2"
"ZEB2","Approved symbol","ZEB2","zinc finger E-box binding homeobox 2","HGNC:14881","2q22.3"
"DLG2","Approved symbol","DLG2","discs large MAGUK scaffold protein 2","HGNC:2901","11q14.1"
"DLG2","Previous symbol","MPP2","MAGUK p55 scaffold protein 2","HGNC:7220","17q21.31"
"RFX3","Approved symbol","RFX3","regulatory factor X3","HGNC:9984","9p24.2"
"LRRC8D","Approved symbol","LRRC8D","leucine rich repeat containing 8 VRAC subunit D","HGNC:16992","1p22.2"
"ZIC1","Approved symbol","ZIC1","Zic family member 1","HGNC:12872","3q24"
"SETD1A","Approved symbol","SETD1A","SET domain containing 1A, histone lysine methyltransferase","HGNC:29010","16p11.2"
"COPA","Approved symbol","COPA","COPI coat complex subunit alpha","HGNC:2230","1q23.2"
"ZMYM4","Approved symbol","ZMYM4","zinc finger MYM-type containing 4","HGNC:13055","1p34.3"
"SETD1B","Approved symbol","SETD1B","SET domain containing 1B, histone lysine methyltransferase","HGNC:29187","12q24.31"
"RHOA","Approved symbol","RHOA","ras homolog family member A","HGNC:667","3p21.31"
"HOXB8","Approved symbol","HOXB8","homeobox B8","HGNC:5119","17q21.32"
"SRF","Approved symbol","SRF","serum response factor","HGNC:11291","6p21.1"
"CCNK","Approved symbol","CCNK","cyclin K","HGNC:1596","14q32.2"
"STT3B","Approved symbol","STT3B","STT3 oligosaccharyltransferase complex catalytic subunit B","HGNC:30611","3p23"
"TP73","Approved symbol","TP73","tumor protein p73","HGNC:12003","1p36.32"
"IRF6","Approved symbol","IRF6","interferon regulatory factor 6","HGNC:6121","1q32.2"
"RBPJ","Approved symbol","RBPJ","recombination signal binding protein for immunoglobulin kappa J region","HGNC:5724","4p15.2"
"DQX1","Approved symbol","DQX1","DEAQ-box RNA dependent ATPase 1","HGNC:20410","2p13.1"
"DSP","Approved symbol","DSP","desmoplakin","HGNC:3052","6p24.3"
"PUM1","Approved symbol","PUM1","pumilio RNA binding family member 1","HGNC:14957","1p35.2"
"SALL4","Approved symbol","SALL4","spalt like transcription factor 4","HGNC:15924","20q13.2"
"RBM39","Approved symbol","RBM39","RNA binding motif protein 39","HGNC:15923","20q11.22"
"CHD1","Approved symbol","CHD1","chromodomain helicase DNA binding protein 1","HGNC:1915","5q15-q21.1"
"WDFY3","Approved symbol","WDFY3","WD repeat and FYVE domain containing 3","HGNC:20751","4q21.23"
"TBX5","Approved symbol","TBX5","T-box transcription factor 5","HGNC:11604","12q24.21"
"ZNF521","Approved symbol","ZNF521","zinc finger protein 521","HGNC:24605","18q11.2"
"FOXC1","Approved symbol","FOXC1","forkhead box C1","HGNC:3800","6p25.3"
"NBEA","Approved symbol","NBEA","neurobeachin","HGNC:7648","13q13.3"
"FOXF1","Approved symbol","FOXF1","forkhead box F1","HGNC:3809","16q24.1"
"DYRK1B","Approved symbol","DYRK1B","dual specificity tyrosine phosphorylation regulated kinase 1B","HGNC:3092","19q13.2"
